id,full_name,language,stars,forks,url,license
854340390,chainstacklabs/pump-fun-bot,Python,711.0,257.0,https://api.github.com/repos/chainstacklabs/pump-fun-bot,Apache-2.0
873328,getsentry/sentry,Python,41579.0,4398.0,https://api.github.com/repos/getsentry/sentry,NOASSERTION
137814779,getsentry/sentry-python,Python,2043.0,554.0,https://api.github.com/repos/getsentry/sentry-python,MIT
820144741,iterative/datachain,Python,2617.0,116.0,https://api.github.com/repos/iterative/datachain,Apache-2.0
597502256,keephq/keep,Python,10563.0,1029.0,https://api.github.com/repos/keephq/keep,NOASSERTION
639195966,kyegomez/swarms,Python,5073.0,598.0,https://api.github.com/repos/kyegomez/swarms,Apache-2.0
575321313,langbot-app/LangBot,Python,12782.0,998.0,https://api.github.com/repos/langbot-app/LangBot,AGPL-3.0
639079153,pixeltable/pixeltable,Python,687.0,95.0,https://api.github.com/repos/pixeltable/pixeltable,Apache-2.0
944976593,tadata-org/fastapi_mcp,Python,6761.0,559.0,https://api.github.com/repos/tadata-org/fastapi_mcp,MIT
826111692,ucbepic/docetl,Python,2444.0,245.0,https://api.github.com/repos/ucbepic/docetl,MIT
881221486,volcengine/verl,Python,11675.0,1962.0,https://api.github.com/repos/volcengine/verl,Apache-2.0
136163130,Flagsmith/flagsmith,Python,5817.0,451.0,https://api.github.com/repos/Flagsmith/flagsmith,BSD-3-Clause
644715009,PromtEngineer/localGPT,Python,21751.0,2405.0,https://api.github.com/repos/PromtEngineer/localGPT,MIT
886912514,ag2ai/ag2,Python,3135.0,390.0,https://api.github.com/repos/ag2ai/ag2,Apache-2.0
178976529,bentoml/BentoML,Python,7934.0,859.0,https://api.github.com/repos/bentoml/BentoML,Apache-2.0
879473096,bespokelabsai/curator,Python,1465.0,117.0,https://api.github.com/repos/bespokelabsai/curator,Apache-2.0
892165167,blorm-network/ZerePy,Python,587.0,245.0,https://api.github.com/repos/blorm-network/ZerePy,MIT
943088234,confident-ai/deepteam,Python,571.0,81.0,https://api.github.com/repos/confident-ai/deepteam,Apache-2.0
710601088,crewAIInc/crewAI,Python,35096.0,4696.0,https://api.github.com/repos/crewAIInc/crewAI,MIT
742063678,crewAIInc/crewAI-tools,Python,1177.0,424.0,https://api.github.com/repos/crewAIInc/crewAI-tools,MIT
678526156,marimo-team/marimo,Python,14933.0,617.0,https://api.github.com/repos/marimo-team/marimo,Apache-2.0
557075997,reflex-dev/reflex,Python,23696.0,1392.0,https://api.github.com/repos/reflex-dev/reflex,Apache-2.0
164374484,saturday06/VRM-Addon-for-Blender,Python,1473.0,151.0,https://api.github.com/repos/saturday06/VRM-Addon-for-Blender,MIT
888701643,test-zeus-ai/testzeus-hercules,Python,620.0,96.0,https://api.github.com/repos/test-zeus-ai/testzeus-hercules,AGPL-3.0
686364232,traceloop/openllmetry,Python,6150.0,768.0,https://api.github.com/repos/traceloop/openllmetry,Apache-2.0
886899801,vlm-run/vlmrun-hub,Python,528.0,23.0,https://api.github.com/repos/vlm-run/vlmrun-hub,Apache-2.0
86031674,wandb/wandb,Python,10170.0,763.0,https://api.github.com/repos/wandb/wandb,MIT
326705246,whitphx/streamlit-webrtc,Python,1613.0,214.0,https://api.github.com/repos/whitphx/streamlit-webrtc,MIT
