metric,outcome,median_split_comments,n_high,n_low,median_high,median_low,mannwhitney_p,cliffs_delta
cyclomatic_complexity_p90,level_change_coef,2.6666666666666665,7,8,0.4511142842181084,0.3566014762109672,0.8665112665112666,-0.07142857142857142
cyclomatic_complexity_p90,slope_change_coef,2.6666666666666665,7,8,-0.0037223571245863,0.03185697689083015,0.1205905205905206,-0.5
design_smell_density_per_kloc,level_change_coef,2.6666666666666665,7,8,0.0044562101068599,0.0347649605846422,0.778865578865579,-0.10714285714285714
design_smell_density_per_kloc,slope_change_coef,2.6666666666666665,7,8,0.0011029560770334,-0.02051927171678385,0.39689199689199695,0.2857142857142857
implementation_smell_density_per_kloc,level_change_coef,2.6666666666666665,7,8,-0.0159079074815411,0.2343824154709554,0.028904428904428903,-0.6785714285714286
implementation_smell_density_per_kloc,slope_change_coef,2.6666666666666665,7,8,-0.0014642599704605,0.0212291892810801,0.8665112665112666,-0.07142857142857142
