value_col,n_perms,real_pooled_delta,null_mean_delta,null_std_delta,null_percentile_of_real,p_empirical_two_sided
change_entropy,300,-0.19463361164233406,-0.18957181722066976,0.0439992949027825,49.333333333333336,0.9900332225913622
