value_col,n_perms,real_pooled_delta,null_mean_delta,null_std_delta,null_percentile_of_real,p_empirical_two_sided
touches_per_day,300,0.1258617382390705,0.06942623586331519,0.011526047031804524,100.0,0.006644518272425249
