full_name,track,metric,n,n_pre,n_post,r2,level_change_coef,level_change_se,level_change_p,level_change_ci_lo,level_change_ci_hi,slope_change_coef,slope_change_se,slope_change_p,slope_change_ci_lo,slope_change_ci_hi,slope_pre_coef,slope_pre_p,dof,intercept_coef,intercept_se,intercept_p,intercept_ci_lo,intercept_ci_hi,slope_pre_se,slope_pre_ci_lo,slope_pre_ci_hi,category
microsoft/vstest,A1,brain_method_density_per_kloc,51,42,9,0.8026914906511304,-0.02148814960606901,0.010094852272500402,0.038556301114682556,-0.0412740600601698,-0.0017022391519682205,-0.0021030584388421754,0.0017440632595020383,0.23391530882222614,-0.00552142242746617,0.0013153055497818196,0.0022051115096458906,5.1459088839428464e-17,47,0.16075358479064245,0.0040771227912163015,1.1407034415448608e-37,0.1527624241198585,0.1687447454614264,0.00017135158045361243,0.0018692624119568103,0.002540960607334971,implementation
mlflow/mlflow,A1,brain_method_density_per_kloc,51,41,10,0.8127832577570453,0.006877777220839214,0.011629923752652687,0.557095448451383,-0.01591687333436005,0.029672427776038478,0.0005712059589357939,0.0018516339076308462,0.7590745967985466,-0.0030579965000206645,0.004200408417892252,0.0020810335182723356,2.06370052800702e-12,47,0.2776099241356636,0.0051241827422953195,5.128219724547106e-44,0.2675665259607648,0.2876533223105624,0.0002207104445585671,0.0016484410469375442,0.002513625989607127,implementation
mrwadams/stride-gpt,A1,brain_method_density_per_kloc,35,23,12,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,implementation
netket/netket,A1,brain_method_density_per_kloc,51,41,10,0.9433934063135402,0.007866605602322265,0.010821544574674581,0.47086858140526267,-0.013343621764039913,0.029076832968684442,-0.001368215565744378,0.0017555412794977075,0.4396688958302154,-0.004809076473559885,0.002072645342071129,-0.0042359346806044385,7.542930363849233e-25,47,0.4750022844423094,0.004858257504745695,5.871291736737534e-56,0.46548009973300786,0.48452446915161096,0.00020925642733266584,-0.004646077278176464,-0.0038257920830324136,implementation
nkdAgility/azure-devops-migration-tools,A1,brain_method_density_per_kloc,51,41,10,0.636747054219154,0.2465582460128965,0.13209579192752557,0.06821572478421106,-0.012349506165053648,0.5054659981908467,-0.024845294792268095,0.020962814003126842,0.2418933924003616,-0.0659324102383967,0.01624182065386051,0.013856351146949438,1.303220012697359e-06,47,2.190250248823422,0.05801216390674688,8.23645793126597e-37,2.076546407566198,2.303954090080646,0.0024987185527125064,0.008958862783632926,0.01875383951026595,implementation
onnx/onnx,A1,brain_method_density_per_kloc,51,42,9,0.3644419791260728,-0.23240467841581572,0.1419715886435253,0.1083140008203776,-0.5106689921571252,0.045859635325493836,-0.014939662909688105,0.02528742674682569,0.5574888796062513,-0.06450301933346646,0.03462369351409024,0.012854839976036333,4.658016807037056e-06,47,0.36275955729671877,0.05911479607117775,1.67208455655157e-07,0.24689455699721038,0.47862455759622713,0.002484451475636673,0.007985315083788453,0.017724364868284215,implementation
onyx-dot-app/onyx,A1,brain_method_density_per_kloc,35,21,14,0.3597938126066379,-0.011822597349738196,0.02581652665287736,0.6501845438001194,-0.062422989589377816,0.03877779488990143,-0.010749846411596042,0.0028333194350220565,0.0006452088612320505,-0.016303152504239273,-0.005196540318952812,0.004202218661343966,0.003998350660585516,31,0.8472712556387885,0.015854787651920593,4.31184765180453e-32,0.8161958718410242,0.8783466394365528,0.001351386351805638,0.0015535014118049158,0.006850935910883017,implementation
pardeike/Harmony,A1,brain_method_density_per_kloc,51,41,10,0.8742611280749591,0.1874184588013456,0.02195991177197919,4.105798322989609e-11,0.14437703172826638,0.23045988587442484,0.000922982642229538,0.0034427508414156946,0.7897997211890213,-0.005824809006945223,0.007670774291404299,0.00024075997650572362,0.5602174841176136,47,1.2486747114591268,0.009527414882014616,6.4457485892863e-62,1.2300009782903782,1.2673484446278753,0.00041036787325063963,-0.00056356105506553,0.0010450810080769772,implementation
peass-ng/PEASS-ng,A1,brain_method_density_per_kloc,51,42,9,0.7419395513346313,-0.08130821958509907,0.051933939382663954,0.12414919690704744,-0.18309874077512042,0.020482301604922287,-0.004953402531410725,0.008720871289056931,0.5727427121846344,-0.02204631025796231,0.012139505195140858,0.008980941194430261,6.86156643148802e-14,47,0.6827534775977521,0.020386911368128934,1.8904711785107368e-34,0.6427951313162193,0.7227118238792848,0.0008568124293490975,0.00730158883290603,0.010660293555954492,implementation
pytorch/pytorch,A1,brain_method_density_per_kloc,22,13,9,0.16644318139728465,0.02145183338511467,0.011834710185676356,0.08660408203947376,-0.0017441985788109876,0.044647865349040326,-0.0020328290422862217,0.0020027343630359836,0.3235433690007495,-0.005958188393836749,0.0018925303092643063,-0.0004975943296126469,0.6245869714408244,18,0.6666052015181819,0.007068290682761711,1.0381092294112435e-25,0.652751351779969,0.6804590512563948,0.0009993983089908384,-0.0024564150152346902,0.0014612263560093962,implementation
reflex-dev/reflex,A1,brain_method_density_per_kloc,40,29,11,0.4088014267775114,0.01715073585953972,0.05004651979803975,0.733820249575315,-0.08094044294461819,0.11524191466369763,0.005683401361967489,0.007154046057354842,0.4321502681113664,-0.008338528910448,0.01970533163438298,0.003351995924836016,0.04633267052637875,36,0.551485135744294,0.026502203725848578,1.1728484838997078e-21,0.49954081644163084,0.6034294550469572,0.0016244272651019076,0.00016811848523627703,0.006535873364435755,implementation
roboflow/inference,A1,brain_method_density_per_kloc,31,21,10,0.6026733860394227,0.24392832581450768,0.13959357535755829,0.09193128416381892,-0.029675081886306576,0.517531733515322,0.03732169035927442,0.02106195379910857,0.0876817994357227,-0.003959739086978373,0.07860311980552721,-0.03874876090131049,2.7039078086562634e-06,27,0.9316938921176011,0.07671677195595612,1.8858625835665378e-12,0.7813290190839272,1.0820587651512752,0.006559768704072456,-0.051605907561292505,-0.02589161424132848,implementation
spcl/dace,A1,brain_method_density_per_kloc,51,41,10,0.4471968079282904,-0.06188013983875215,0.021503373246224373,0.006008551269657175,-0.10402675140135192,-0.01973352827615238,-0.002471920555397875,0.0034865608039514264,0.4818357431235847,-0.00930557973114267,0.00436173862034692,0.0002203557294864356,0.5984529393236945,47,1.2739693244175345,0.00964865388776025,4.55437184099767e-62,1.2550579627975245,1.2928806860375446,0.00041558991863850056,-0.0005942005110450255,0.0010349119700178966,implementation
stanfordnlp/dspy,A1,brain_method_density_per_kloc,38,28,10,0.7766057245487288,-0.4626345972821312,0.18128285514087117,0.015374874544082484,-0.8179489933582387,-0.1073202012060237,0.017795411191314375,0.02765005183324163,0.524156396770528,-0.036398690401839226,0.07198951278446797,-0.027045401524626374,4.1556914077593355e-05,34,1.94687283751418,0.09031320951149543,2.086103055460971e-21,1.7698589468716488,2.123886728156711,0.00575071769980589,-0.03831680821624592,-0.01577399483300683,implementation
syncfusion/maui-toolkit,A1,brain_method_density_per_kloc,17,8,9,0.7750996322203934,-0.014044069542348585,0.010495517718639961,0.20379916477828028,-0.03461528427088291,0.0065271451861857385,0.00637882811695139,0.0021492232786999633,0.010889249974526586,0.002166350490699462,0.010591305743203317,-0.005105519527792766,0.008684515749669655,13,0.12715429655670696,0.006876191063232115,1.0189544517890981e-10,0.11367696207277202,0.1406316310406419,0.0016546390655019475,-0.008348612096176582,-0.0018624269594089493,implementation
ucbepic/docetl,A1,brain_method_density_per_kloc,20,12,8,0.30117295101159325,0.11814725834869014,0.21376414368139224,0.5881086316597174,-0.3008304632668386,0.5371249799642189,0.05168833492708235,0.03972424672565236,0.21162382353221346,-0.026171188655196277,0.12954785850936099,-0.04552962765489697,0.02895406579770128,16,0.7042742777269008,0.12309104767692504,3.15129557334563e-05,0.46301582428012766,0.9455327311736739,0.018975452856176113,-0.08272151525300216,-0.00833774005679179,implementation
vllm-project/vllm,A1,brain_method_density_per_kloc,37,27,10,0.47928320198067154,0.16897443470787343,0.09707970821955392,0.09107672891782172,-0.02130179340245225,0.3592506628181991,0.015524667406151806,0.014797093017129727,0.30172318361910533,-0.013477634907422459,0.04452696971972607,-0.017195034018627042,7.480784377875538e-06,33,1.0303499307971793,0.049247797592545384,1.2857310535776116e-20,0.9338242475157903,1.1268756140785683,0.0032407453056147203,-0.023546894817631895,-0.01084317321962219,implementation
wandb/weave,A1,brain_method_density_per_kloc,41,31,10,0.21138661775397705,-0.09807458719383134,0.04399405727669272,0.03195077130300771,-0.18430293945614906,-0.011846234931513613,0.0002487409456442118,0.006931348675989298,0.971565879157987,-0.013336702459294813,0.013834184350583235,0.0030353678963541963,0.008924643343475518,37,0.7166192222971249,0.025990145914916607,2.863275916231778e-26,0.6656785363038884,0.7675599082903615,0.00109954504305576,0.0008802596119649067,0.005190476180743486,implementation
wieslawsoltes/Dock,A1,brain_method_density_per_kloc,51,42,9,0.6088536271246818,0.19823074902059862,0.10227896709387829,0.058626361130775205,-0.00223602648340282,0.39869752452460006,-0.04475230753874303,0.01868441495714015,0.020649887406798902,-0.08137376085473771,-0.00813085422274834,-0.011181734892984557,1.9584906582114616e-07,47,1.3951928337750052,0.04367883656012028,1.594242616147456e-33,1.3095823141171694,1.480803353432841,0.0018357155426066527,-0.014779737356493596,-0.007583732429475517,implementation
wieslawsoltes/Svg.Skia,A1,brain_method_density_per_kloc,51,43,8,0.2049763132065895,0.022216114216208487,0.07139681201508115,0.757051952386473,-0.11772163733335055,0.1621538657657675,-0.021804019175936485,0.014032296292100337,0.12692987990968094,-0.04930731990845315,0.005699281556580175,-0.0012531587275779069,0.2659088185592915,47,1.5089006480193634,0.027124150326814093,1.5061556936114803e-44,1.4557373133788079,1.562063982659919,0.0011129920797147111,-0.003434623203818741,0.0009283057486629269,implementation
wizarrrr/wizarr,A1,brain_method_density_per_kloc,42,33,9,0.827984271961639,0.9576662380640031,0.14027771019642082,4.220635079373218e-08,0.6827219260790183,1.232610550048988,-0.031194010974905727,0.02307991641335763,0.18450583925578468,-0.07643064714508668,0.014042625195275223,0.004235031927789052,0.1989283015894725,38,-0.04374781602776517,0.06033235513167591,0.4728241556364925,-0.16199923208584996,0.07450360003031961,0.003239247183993301,-0.0021138925528378172,0.010583956408415921,implementation
writer/writer-framework,A1,brain_method_density_per_kloc,49,39,10,0.6657276801628759,0.20863870477456334,0.1966376529495889,0.29433727285818057,-0.17677109500663088,0.5940485045557575,-0.01925302302536206,0.030784122757873844,0.5348541503939294,-0.0795899036307948,0.04108385758007067,0.024293298715464994,1.8619456154187144e-07,45,-0.07072131078185621,0.08734241323744718,0.42237261041145696,-0.2419124407272527,0.10046981916354027,0.003949395484694693,0.016552483565463398,0.03203411386546659,implementation
zenml-io/zenml,A1,brain_method_density_per_kloc,51,38,13,0.4694577871830983,-0.026952187925756724,0.023864313535140517,0.2644634833189733,-0.07372624245463213,0.019821866603118687,0.005789512081540754,0.002870860951301327,0.0494661782036452,0.00016262461699015351,0.011416399546091355,0.0019269781882109444,0.0012957589897127867,47,0.6376855347927111,0.012099126663120567,1.8326027097704886e-43,0.6139712465329947,0.6613998230524274,0.0005630743115694958,0.0008233525375347327,0.003030603838887156,implementation
3rdIteration/btcrecover,A1,data_class_density_per_kloc,51,43,8,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,design
567-labs/instructor,A1,data_class_density_per_kloc,33,21,12,0.03749326395713626,-0.005800649762618716,0.013280533190736991,0.6655071090087452,-0.03183049481646322,0.020229195291225785,0.00010118774437729329,0.001628914767076182,0.9508936582194731,-0.0030914851990920234,0.00329386068784661,-0.00010118774437729259,0.8764280645810795,29,0.007837476291216164,0.007566110255534932,0.30882561676418857,-0.006992099809632302,0.02266705239206463,0.0006450089369528142,-0.0013654052608048086,0.0011630297720502233,design
AgentOps-AI/agentops,A1,data_class_density_per_kloc,31,16,15,0.8179456852811864,0.5025928966221449,0.18485134172659295,0.01130603269405941,0.1402842668380227,0.8649015264062672,0.13591839222531185,0.020742912357327642,5.002432833755577e-07,0.09526228400494968,0.17657450044567402,-0.13038600558628224,5.7366742570939e-10,27,1.5428694381430352,0.12270333610001831,8.456999217092324e-13,1.3023708993869993,1.7833679768990711,0.013928079310914917,-0.1576850410356755,-0.103086970136889,design
Albeoris/Memoria,A1,data_class_density_per_kloc,51,41,10,0.39382631227829035,-0.013435267949329087,0.00432899553773527,0.003233457305717628,-0.021920099203290216,-0.004950436695367958,-0.0006876346996301922,0.0007160366879280762,0.3418015312115977,-0.0020910666079692218,0.0007157972087088371,0.0004136767647382211,1.4091998326513365e-05,47,0.3008554550947525,0.0019815487413632057,6.515091025799638e-65,0.2969716195616806,0.30473929062782434,8.534990370480778e-05,0.0002463909534767978,0.0005809625759996443,design
Azure/azure-cosmos-dotnet-v3,A1,data_class_density_per_kloc,51,41,10,0.6523737951465585,-0.0331444843467081,0.00848744203580796,0.0002998989865338876,-0.049779870736891704,-0.0165090979565245,-0.002726033964188003,0.0013492238496588572,0.04905617405036532,-0.0053705127095193626,-8.155521885664296e-05,0.0014639514056653464,6.078622329276141e-12,47,0.6364625169187939,0.0037338209985370045,2.855047402669174e-67,0.6291442277616613,0.6437808060759264,0.0001608243370571274,0.0011487357050333766,0.0017791671062973161,design
Azure/azure-functions-core-tools,A1,data_class_density_per_kloc,51,41,10,0.7308066457182194,-0.5361690932074671,0.13916333856665988,0.00035284739784516316,-0.8089292367981205,-0.2634089496168137,-0.08456902009598646,0.022267006535262705,0.0004180143400637522,-0.12821235290510136,-0.040925687286871563,0.02788018706558688,6.390390743573534e-14,47,2.058417479490007,0.061621365940830855,2.121754284456353e-34,1.9376396022459788,2.1791953567340356,0.0026541752617149595,0.02267800355262556,0.0330823705785482,design
Azure/data-api-builder,A1,data_class_density_per_kloc,51,41,10,0.33881210579805543,0.14867722739695557,0.1337275226628151,0.2718823437916622,-0.11342871702216203,0.41078317181607316,0.010542673641141517,0.021156025019724384,0.6205758174978423,-0.030923135397518273,0.05200848267980131,-0.011791744688539895,2.4925443271292853e-05,47,0.5774807718775589,0.05854685305495756,4.980032748891473e-13,0.46272893988984204,0.6922326038652757,0.0025217488554041315,-0.01673437244513199,-0.006849116931947797,design
BerriAI/litellm,A1,data_class_density_per_kloc,32,19,13,0.8643439510151771,0.0013546314151388489,0.0026968880306147284,0.6193880876449699,-0.003931269124866019,0.006640531955143717,-0.0015588659859833817,0.000321995775888132,4.280550200984896e-05,-0.0021899777067241203,-0.000927754265242643,0.001378980351598851,1.8877841056416947e-09,28,-0.0033840279524416407,0.0016740863054503041,0.05288899171592239,-0.006665237111124237,-0.00010281879375904478,0.0001584758419139161,0.0010683677014475756,0.0016895930017501266,design
Blaizzy/mlx-vlm,A1,data_class_density_per_kloc,23,13,10,0.49013726706062144,-0.058051860283708366,0.02782855362012414,0.05069364750522315,-0.11259582537915168,-0.0035078951882650533,-0.007211308077410905,0.004374495033104923,0.11568942629054965,-0.015785318342296555,0.0013627021874747444,0.00348350938959157,0.1706582677764632,19,0.06497796719446604,0.017344124609123664,0.001367170715667667,0.03098348296058366,0.09897245142834842,0.0024462556265584055,-0.001311151638462905,0.008278170417646044,design
DaveSkender/Stock.Indicators,A1,data_class_density_per_kloc,51,42,9,0.36519563804973787,0.06856772817248319,0.06601389979486089,0.3042649275609873,-0.06081951542544414,0.19795497177041052,0.005243136041502715,0.010999783443953129,0.6358143178931115,-0.01631643950864542,0.026802711591650846,-0.005411440422106758,8.2072932002542e-06,47,1.6095445942696653,0.025714358429056904,6.33689353099361e-47,1.5591444517487139,1.6599447367906168,0.001080712105767881,-0.007529636149411805,-0.0032932446948017117,design
EduardoPires/EquinoxProject,A1,data_class_density_per_kloc,51,41,10,0.4956537444663748,-0.4900725318109114,0.13605272286927167,0.0007590098164990784,-0.7567358686346839,-0.22340919498713896,-0.016510666226847145,0.021525512737298472,0.44690100758335816,-0.05870067119195215,0.02567933873825786,0.016510666226846885,5.894538207599705e-08,47,2.750931740964107,0.05956936759094712,8.137050956906865e-41,2.6341757804858505,2.8676877014423634,0.002565790929849115,0.01148171600434262,0.02153961644935115,design
Kiln-AI/Kiln,A1,data_class_density_per_kloc,19,10,9,0.45228525865371616,-0.016676749147567293,0.011050302695745464,0.15203014808593712,-0.0383353424312284,0.004981844136093816,-0.005890533952157677,0.002022302049407188,0.010713178131413575,-0.009854245968995767,-0.0019268219353195887,0.0038931862480837158,0.00982043272139755,15,0.0029887041260746924,0.007004870673465339,0.6756865928531749,-0.010740842393917371,0.016718250646066756,0.0013172109682383158,0.001311452750336617,0.006474919745830815,design
MervinPraison/PraisonAI,A1,data_class_density_per_kloc,23,14,9,0.8705209029898211,-0.008651524192045562,0.004738146323390802,0.08361932683156748,-0.017938290985891534,0.0006352426018004093,0.005574132748414738,0.0007743817510371748,7.752254383523508e-07,0.0040563445163818755,0.0070919209804476005,8.673617379884035e-19,0.9999999999999979,19,-3.627456486415739e-18,0.00275798899175865,0.999999999999999,-0.005405658423846957,0.00540565842384695,0.00032779308504508675,-0.0006424744466883691,0.0006424744466883708,design
NethermindEth/nethermind,A1,data_class_density_per_kloc,51,42,9,0.9303510830481179,0.041368989195228516,0.02269555177263012,0.07470140336901675,-0.003114292279126518,0.08585227066958355,0.0011420177751805818,0.004100006358429976,0.78181934221196,-0.00689399468734217,0.009178030237703333,-0.008285941202909458,3.8272214766013466e-25,47,1.4089470707486433,0.00958464624319885,2.966100185277969e-64,1.3901611641119735,1.4277329773853131,0.00040281943075129467,-0.009075467287181995,-0.007496415118636921,design
NewFuture/DDNS,A1,data_class_density_per_kloc,51,42,9,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,design
PriorLabs/TabPFN,A1,data_class_density_per_kloc,46,36,10,0.5458509748934315,0.04185075426988704,0.02868321860352735,0.1519855058493811,-0.014368354193026567,0.09806986273280065,-0.003067544182854299,0.004516316155210964,0.5007285889640735,-0.011919523847067789,0.00578443548135919,0.0025655958364658735,0.0003067404734946342,42,-0.027478376353053797,0.01327784371903809,0.0446883826969621,-0.05350295004236845,-0.0014538026637391406,0.0006520131802642834,0.001287650003147878,0.003843541669783869,design
PromtEngineer/localGPT,A1,data_class_density_per_kloc,34,26,8,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,design
Significant-Gravitas/AutoGPT,A1,data_class_density_per_kloc,35,25,10,0.5315581255225761,-0.02749317198475984,0.015420835342193354,0.08440532365349177,-0.057718009255458814,0.0027316652859391347,-0.0061208060812810855,0.0023398964102905556,0.013628191043577865,-0.010707003045450574,-0.0015346091171115966,0.003190254960390056,2.25920939961318e-06,31,0.015327448997510006,0.008192897429578506,0.07083602824351659,-0.0007306299644638664,0.03138552795948388,0.0005513823615657911,0.0021095455317211055,0.004270964389059007,design
Skyvern-AI/skyvern,A1,data_class_density_per_kloc,24,14,10,0.31137925114030773,-0.0019075815821671762,0.00174871788639043,0.2883089335634139,-0.005335068639492419,0.0015199054751580663,0.0006273531710551072,0.0002716145993448923,0.03170188516280176,9.498855633911839e-05,0.001159717785771096,-6.098637220230962e-20,0.9999999999999997,20,5.270651141587366e-19,0.0010739484862407756,0.9999999999999997,-0.0021049390330319198,0.0021049390330319206,0.00014028686791194326,-0.0002749622611074088,0.0002749622611074087,design
TobikoData/sqlmesh,A1,data_class_density_per_kloc,42,33,9,0.19794524895808807,-0.13838776872176373,0.08816558940621913,0.12479064954182742,-0.3111923239579532,0.03441678651442576,-0.006618519042512492,0.014567935473817219,0.652182387348185,-0.03517167257119424,0.02193463448616926,0.0025401275846875025,0.22171605576736816,38,0.3024343692110077,0.03808150085123373,1.3589276517901572e-09,0.22779462754258958,0.3770741108794258,0.002044597697626312,-0.0014672839026600693,0.006547539072035074,design
aipotheosis-labs/aci,A1,data_class_density_per_kloc,17,7,10,0.771293226639763,-0.09482309728188466,0.036344411365860016,0.021632707287184118,-0.1660581435589703,-0.023588051004799035,-0.03731328552895098,0.007103337868186087,0.0001560702851476199,-0.05123582775059571,-0.023390743307306252,0.03569025051601802,3.5059248641557875e-05,13,-0.03651392471027172,0.0243463973188312,0.15756394287547135,-0.08423286345518087,0.011205014034637431,0.005806344372040524,0.024309815546818592,0.04707068548521745,design
airbytehq/airbyte,A1,data_class_density_per_kloc,51,37,14,0.6961173646461769,0.03167675532410704,0.0046453228770306255,1.538059139109946e-08,0.022571922485127016,0.040781588163087065,6.075838035768558e-05,0.000510224889370398,0.9057182659913177,-0.0009392824028082944,0.0010607991635236656,-0.0003415939754301648,0.004826710564831291,47,0.02156943160141967,0.0024140085247588232,1.0644167121802494e-11,0.016837974892892377,0.026300888309946965,0.00011545896657114179,-0.0005678935499096027,-0.00011529440095072691,design
alexanderjeurissen/ranger_devicons,A1,data_class_density_per_kloc,51,41,10,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,design
bentoml/BentoML,A1,data_class_density_per_kloc,49,35,14,0.20097589630412693,0.0173919722558117,0.0071580555753076695,0.019164593915952096,0.003362183328208668,0.031421761183414734,-0.0024690449922870864,0.0007593153790076501,0.0021772005711405123,-0.00395730313514208,-0.0009807868494320921,0.00014804718422028527,0.4180853539052208,45,0.04311233491198825,0.0038912671266065194,1.904574629008852e-14,0.03548545134383947,0.05073921848013703,0.0001811504379499823,-0.00020700767416168006,0.0005031020426022506,design
browser-use/browser-use,A1,data_class_density_per_kloc,15,7,8,0.7474691368337969,0.008115211101580552,0.014338291943821099,0.5827679637975373,-0.0199878411083088,0.036218263311469906,-0.006019714326659825,0.0027583316269828655,0.051650777795314254,-0.011426044315546242,-0.0006133843377734089,0.005291245425754857,0.03125419473094983,11,-0.008771382467317106,0.007673537867097071,0.2772782230083439,-0.023811516686827364,0.006268751752193151,0.002144286182409038,0.0010884445082331422,0.009494046343276571,design
bruin-data/ingestr,A1,data_class_density_per_kloc,25,16,9,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,design
cartography-cncf/cartography,A1,data_class_density_per_kloc,51,42,9,0.7860413333075267,0.007336240836591672,0.0038150870930045025,0.060556565513634655,-0.00014132986569715279,0.014813811538880495,0.000781939104170148,0.0006512258486302152,0.23587696062359562,-0.0004944635591450738,0.00205834176748537,-0.0007819391041701499,3.371777862485475e-16,47,0.024924622281171382,0.001522380415511702,4.7819441177228615e-21,0.021940756666768445,0.02790848789557432,6.398195580755022e-05,-0.0009073437375529483,-0.0006565344707873514,design
commaai/opendbc,A1,data_class_density_per_kloc,51,41,10,0.6685415080456871,0.05446901104951352,0.0606590556514636,0.37378743741254844,-0.06442273802735513,0.17336076012638219,-0.00965272418201238,0.009495144676829702,0.3145505558260981,-0.0282632077485986,0.008957759384573835,0.007854712390403647,1.00782316605694e-08,47,-0.08777625831138977,0.026276715007266947,0.0016454174125369128,-0.139278619725633,-0.03627389689714656,0.0011317991067966526,0.005636386141082208,0.010073038639725085,design
crewAIInc/crewAI,A1,data_class_density_per_kloc,29,14,15,0.2300390508972937,0.03399223088689575,0.08063280902837991,0.6769430175962629,-0.12404807480872886,0.19203253658252034,0.011144050212823334,0.009626607112975404,0.2579557563659427,-0.0077240997286084564,0.030012200154255125,-0.0015036013843708889,0.835039889603132,25,0.09652785300083856,0.05467917934617812,0.08971857200468951,-0.010643338517670561,0.20369904451934767,0.007145469251400744,-0.015508721117116347,0.012501518348374568,design
crewAIInc/crewAI-tools,A1,data_class_density_per_kloc,25,10,15,0.7422080703991156,-0.3044442269006822,0.17428603010165242,0.0952820615821966,-0.6460448458999208,0.037156392098556534,-0.14399759986716026,0.02606026439781055,1.7523852653917735e-05,-0.19507571808686894,-0.09291948164745159,0.13909838274437758,4.937926948758663e-06,21,0.11521453128780001,0.12277065888062387,0.3586806731337208,-0.12541596011822276,0.3558450226938228,0.022879670190246632,0.09425422917149417,0.18394253631726099,design
dagster-io/dagster,A1,data_class_density_per_kloc,50,41,9,0.6181128126830848,-0.042066054570527624,0.022938804286272256,0.07315211883836029,-0.08702611097162125,0.002894001830565998,-0.00490699534203426,0.0038360602660454813,0.20725037621467143,-0.012425673463483403,0.002611682779414883,0.003214740912336032,5.4836078095619474e-11,46,0.04560053196785307,0.009071152540798188,8.028869780723746e-06,0.02782107298788862,0.06337999094781752,0.00037821915235627354,0.002473431373717736,0.003956050450954329,design
dotnet/android,A1,data_class_density_per_kloc,51,42,9,0.029080675708122228,-0.23920551238189341,0.21579859578878313,0.2733005627850401,-0.6621707601279083,0.1837597353641215,0.038415490699924296,0.036075975904560714,0.29238409871259463,-0.03229342207301471,0.1091244034728633,0.0013895256619330752,0.6968059229723595,47,1.453095190572621,0.08433534894706007,6.068552780775442e-22,1.2877979066363834,1.6183924745088587,0.0035444101318995655,-0.005557518196590073,0.008336569520456224,design
dotnet/aspire,A1,data_class_density_per_kloc,30,20,10,0.4505494047945048,0.9339730861793882,0.22167325051236567,0.00026755145753203796,0.49949351517515156,1.3684526571836249,-0.024130716521881857,0.03350817020077918,0.47786085041395254,-0.08980673011540904,0.04154529707164534,-0.04190782598887567,0.0008706528564184809,26,2.2682704904180384,0.12404039855400738,2.3005184209327626e-16,2.025151309252184,2.511389671583893,0.011144625626112478,-0.06375129221605613,-0.020064359761695214,design
dotnet/aspnetcore,A1,data_class_density_per_kloc,51,41,10,0.6884844354407482,0.011398681975158502,0.0027207163711314214,0.0001220299611791522,0.006066077887740916,0.016731286062576088,0.0012758577025631214,0.00043038046464368655,0.004749430066691436,0.0004323119918614958,0.002119403413264747,-0.00020821079192945603,0.00018515026304142032,47,0.746025068352646,0.001191028172717996,8.046520694142379e-94,0.7436906531341188,0.7483594835711733,5.130034791940615e-05,-0.0003087594738514921,-0.00010766211000741998,design
dotnet/docfx,A1,data_class_density_per_kloc,51,41,10,0.29896766524308926,-0.41776659796188675,0.1568630450664835,0.010565004404990532,-0.7252181662921944,-0.11031502963157913,-0.014810143041312855,0.02496211277389718,0.5558216780111622,-0.06373588407815133,0.03411559799552562,0.010021051218353356,0.001518976065166921,47,1.90409118675483,0.06907976083182214,1.153275852103976e-30,1.7686948555244586,2.0394875179852012,0.002975425641506596,0.004189216961000428,0.015852885475706284,design
dotnet/dotnet-api-docs,A1,data_class_density_per_kloc,51,42,9,0.469975166795625,0.005169918857403029,0.0013799506649833015,0.0004896495898594121,0.0024652155540357576,0.0078746221607703,0.0001636942413371784,0.0002429839253860429,0.503812340889506,-0.00031255425241946564,0.0006399427350938225,-0.00011290272859766327,2.087325458172024e-05,47,0.31095617536485354,0.0005680271599629225,4.516469649506548e-91,0.30984284213132623,0.31206950859838084,2.387280358833311e-05,-0.00015969342363079616,-6.611203356453037e-05,design
dotnet/maui,A1,data_class_density_per_kloc,51,41,10,0.810707504466763,-0.028408284412814983,0.013163024365595025,0.036053824679264795,-0.05420781216938123,-0.0026087566562487327,0.003336676096238158,0.0020822461697443686,0.11575856111162991,-0.0007445263964608044,0.007417878588937121,-0.002310574623894113,3.061388816641303e-12,47,0.7730672428242934,0.005762375512914701,2.157093036922986e-62,0.7617729868189805,0.7843614988296063,0.0002481988885117548,-0.0027970444453771525,-0.0018241048024110738,design
