full_name,track,metric,n,n_pre,n_post,r2,level_change_coef,level_change_se,level_change_p,level_change_ci_lo,level_change_ci_hi,slope_change_coef,slope_change_se,slope_change_p,slope_change_ci_lo,slope_change_ci_hi,slope_pre_coef,slope_pre_p,dof,intercept_coef,intercept_se,intercept_p,intercept_ci_lo,intercept_ci_hi,slope_pre_se,slope_pre_ci_lo,slope_pre_ci_hi,repo_id,language,stars,log1p_stars,agent_pr_count,distinct_agents,dominant_agent,is_degenerate,n_agent_prs_matched,mean_comments,median_comments,log1p_n_agent_prs_matched
NethermindEth/nethermind,A1,cyclomatic_complexity_p90,51,42,9,-inf,-7.356856221440148e-17,9.982753569474069e-16,0.9415653075762714,-2.0301882618313188e-15,1.883051137402516e-15,2.2847948700313912e-16,1.8034085938744303e-16,0.2114220841909332,-1.2498859739624923e-16,5.819475714025274e-16,-9.748896104854347e-17,1.5125924073137768e-06,47,4.000000000000002,4.215855267807456e-16,0.0,4.000000000000001,4.000000000000003,1.771821699014806e-17,-1.3221666634923366e-16,-6.276125574785328e-17,101194285.0,C#,1423.0,7.261225091971921,12,1,Copilot,True,8,1.0,1.0,2.1972245773362196
NewFuture/DDNS,A1,cyclomatic_complexity_p90,51,42,9,0.908153445764734,-3.090152130352552,0.3984790877027309,5.928277876576717e-10,-3.871171142249904,-2.309133118455199,-0.3344984807920712,0.0743530002179297,4.475427439719306e-05,-0.4802303612192135,-0.1887666003649289,3.05311331771918e-16,0.9999999999999668,47,8.999999999999993,0.1738161217101642,4.158817113447457e-43,8.65932040144807,9.340679598551915,0.0073050699447952,-0.0143179370917984,0.014317937091799,60844169.0,Python,4528.0,8.418256443556213,19,1,Copilot,False,6,2.5,2.5,1.9459101490553132
PriorLabs/TabPFN,A1,cyclomatic_complexity_p90,46,36,10,0.2422299761741426,1.3573523515747692,0.4569034380935907,0.0048964955501411,0.4618216129113314,2.252883090238207,-0.2313241730226274,0.071941730367029,0.0025066860822512,-0.3723299645420044,-0.0903183815032505,-0.0129990466618491,0.2176490790865828,42,6.533190352845539,0.2115066837356891,1.6609367713463405e-30,6.118637252723588,6.947743452967489,0.0103861100060943,-0.033355822273794,0.0073577289500958,509436902.0,Python,4181.0,8.338544879988579,19,1,OpenAI_Codex,False,6,0.0,0.0,1.9459101490553132
PromtEngineer/localGPT,A1,cyclomatic_complexity_p90,34,26,8,0.9212270013867632,1.865134161360308,0.2511886252493838,2.8330642141301463e-08,1.3728044558715156,2.3574638668491,-0.0301727134075088,0.0475947807724525,0.5309178453506191,-0.1234584837215157,0.063113056906498,0.0301727134075085,0.0006612019497493,30,6.368346161390142,0.1159426603467978,1.1498286208311026e-31,6.141098547110418,6.595593775669866,0.0079421031336722,0.0146061912655108,0.0457392355495062,644715009.0,Python,21751.0,9.987460986312307,9,1,Devin,False,6,1.3333333333333333,1.0,1.9459101490553132
Significant-Gravitas/AutoGPT,A1,cyclomatic_complexity_p90,35,25,10,0.1182848963518489,0.6846521384423564,0.716766200796892,0.3468685182761653,-0.720209615119552,2.089513892004265,-0.0037223571245863,0.1087592612880917,0.9729166385455108,-0.2168905092492462,0.2094457950000735,0.0037223571245863,0.8854591909714149,31,5.220264796143869,0.3808089402297164,1.0604223891508028e-14,4.473879273293625,5.966650318994113,0.0256284586221201,-0.0465094217747691,0.0539541360239418,614765452.0,Python,177379.0,12.086049602930443,43,2,OpenAI_Codex,False,10,5.3,3.5,2.3978952727983707
Skyvern-AI/skyvern,A1,cyclomatic_complexity_p90,24,14,10,0.6995197717644064,-0.1754422629239053,0.3094189967628963,0.5770195713828874,-0.7819034965791821,0.4310189707313713,-0.0648743716344178,0.0480596198446435,0.1921378736362804,-0.1590712265299191,0.0293224832610834,0.107769421410114,0.0003165502278062,20,5.798678223207292,0.1900249695927571,3.0049220343925483e-18,5.426229282805488,6.171127163609095,0.0248224269141094,0.0591174646584594,0.1564213781617686,764723738.0,Python,13976.0,9.545168400484906,23,1,OpenAI_Codex,False,4,0.0,0.0,1.6094379124341003
aipotheosis-labs/aci,A1,cyclomatic_complexity_p90,17,7,10,0.5761857618576183,0.0975726210387107,0.2770243950546737,0.730319988098074,-0.4453951932684497,0.6405404353458712,0.127379595670957,0.0541430663436648,0.0350525964721745,0.0212591856373739,0.2335000057045402,-0.1273795956709571,0.0129387007882158,13,4.864413644136443,0.1855731248778844,1.2222787215658848e-12,4.500690319375789,5.228136968897096,0.0442571217057754,-0.214123554214277,-0.0406356371276372,859956307.0,Python,4464.0,8.4040244933106,12,3,OpenAI_Codex,False,1,3.0,3.0,0.6931471805599453
airbytehq/airbyte,A1,cyclomatic_complexity_p90,51,37,14,0.4516729891024778,0.4511142842181084,0.236379579777049,0.0624535180505103,-0.0121896921449077,0.9144182605811244,-0.0251581989269667,0.0259630488846148,0.3375053904243153,-0.0760457747408119,0.0257293768868784,0.0154337899356664,0.0115962619107334,47,3.019913360074204,0.1228380320950815,1.7703521079769574e-28,2.779150817167844,3.260675902980564,0.0058751873060381,0.0039184228158317,0.0269491570555012,283046497.0,Python,19011.0,9.8528256377339,218,3,Devin,False,11,4.181818181818182,4.0,2.4849066497880004
alexanderjeurissen/ranger_devicons,A1,cyclomatic_complexity_p90,51,41,10,0.9946886478912396,-0.7304464667480951,0.015840525685944,8.70602141617439e-41,-0.7614938970925453,-0.6993990364036449,-0.0108963743463513,0.0026118343941508,0.0001291280367585,-0.016015569758887,-0.0057771789338156,-6.938893903907227e-17,0.9999999999998233,47,1.9000000000000008,0.007227949689777,4.201211026844893e-76,1.8858332186080384,1.9141667813919645,0.0003113245700841,-0.0006101961573649,0.0006101961573648,84483314.0,Python,1000.0,6.90875477931522,15,1,OpenAI_Codex,False,6,0.0,0.0,1.9459101490553132
bentoml/BentoML,A1,cyclomatic_complexity_p90,49,35,14,0.8322584964220603,0.6496492712349209,0.1726773942901997,0.0004846008285813,0.3112015784261293,0.9880969640437124,-0.0283744304891766,0.0183173488543193,0.128375434550824,-0.0642764342436427,0.0075275732652893,0.0283744304891766,5.7737943536882327e-08,45,4.323636009940287,0.0938710046101654,1.6602150897272234e-39,4.139648840904363,4.507623178976211,0.0043699836178467,0.0198092625981969,0.0369395983801563,178976529.0,Python,7934.0,8.97903863296051,11,1,Devin,False,2,3.0,3.0,1.0986122886681098
browser-use/browser-use,A1,cyclomatic_complexity_p90,15,7,8,0.9441417154531778,0.6515075944173745,0.6606135221317527,0.3452233373110172,-0.6432949089608608,1.9463100977956096,-0.2242407417589221,0.1270856513766138,0.1053622976814141,-0.4733286184570852,0.024847134939241,0.4046765934510178,0.0017709478164821,11,4.736756052643399,0.3535457987224829,3.7194590118264194e-08,4.043806287147332,5.429705818139466,0.0987945044618879,0.2110393647057175,0.598313822196318,881458615.0,Python,66661.0,11.10739035441195,36,2,Cursor,False,2,3.5,3.5,1.0986122886681098
bruin-data/ingestr,A1,cyclomatic_complexity_p90,25,16,9,0.7273926965110847,0.5030982590632963,0.4061146035484425,0.2290850599192363,-0.2928863638916509,1.2990828820182436,-0.0995974073451424,0.0666739230317354,0.1501025956766381,-0.2302782964873438,0.031083481797059,0.0995974073451423,0.000922118888622,21,4.975652168396477,0.2280955133823035,6.564213388923601e-16,4.528584962167162,5.4227193746257925,0.0258473003608428,0.0489366986378903,0.1502581160523943,756594023.0,Python,3047.0,8.022240916806537,9,2,OpenAI_Codex,False,3,0.6666666666666666,1.0,1.3862943611198906
cartography-cncf/cartography,A1,cyclomatic_complexity_p90,51,42,9,-inf,4.7812617901481603e-17,2.916614200968236e-15,0.9869901038234667,-5.668751215996261e-15,5.764376451799224e-15,-3.5167043766835117e-16,4.97858767532528e-16,0.483447772444785,-1.3274736220321059e-15,6.241327466954037e-16,-5.4263478694527747e-17,0.2729156642641074,47,3.9999999999999982,1.1638518940495688e-15,0.0,3.999999999999996,4.000000000000001,4.8913871784526216e-17,-1.501346673921991e-16,4.160771000314363e-17,172811550.0,Python,3491.0,8.158229916959494,18,1,OpenAI_Codex,True,7,0.7142857142857143,0.0,2.0794415416798357
commaai/opendbc,A1,cyclomatic_complexity_p90,51,41,10,0.1377567438058461,-0.2098973862818654,1.1855164106684768,0.8602287795639563,-2.53350955119208,2.113714778628349,-0.0516319735046974,0.1855724543542484,0.7820555939772988,-0.4153539840390243,0.3120900370296294,0.0516319735046981,0.0239108787533497,47,5.119996608229172,0.5135503104196772,3.5306474735096346e-13,4.113437999806604,6.126555216651739,0.0221198038821592,0.0082771578956661,0.0949867891137302,92912604.0,Python,2457.0,7.80710329012598,16,1,OpenAI_Codex,False,3,0.0,0.0,1.3862943611198906
crewAIInc/crewAI,A1,cyclomatic_complexity_p90,29,14,15,0.7064146320812202,0.4752766054632268,0.3694361622909977,0.2100579644073762,-0.2488182726271287,1.1993714835535825,-0.1096257323426858,0.0441063238470226,0.019982955360394,-0.1960741270828501,-0.0231773376025214,0.1096257323426859,0.0025762367667949,25,3.0016555843875,0.2505241528639214,7.424441633392603e-12,2.5106282447742143,3.492682924000786,0.0327384692387028,0.0454583326348282,0.1737931320505435,710601088.0,Python,35096.0,10.465870935715712,327,1,Devin,False,15,2.7333333333333334,2.0,2.772588722239781
crewAIInc/crewAI-tools,A1,cyclomatic_complexity_p90,25,10,15,0.9054693189829844,1.2346822698171895,0.3597087985438442,0.002500014117361,0.5296530246712549,1.939711514963124,-0.090051440334329,0.0537857589090984,0.1089094013406131,-0.195471527796162,0.0153686471275038,0.1449072452193173,0.0058282542705935,21,2.744422590469622,0.253386264961271,4.703614766450795e-10,2.2477855111455307,3.241059669793713,0.0472213330604458,0.0523534324208433,0.2374610580177912,742063678.0,Python,1177.0,7.071573364211532,29,1,Devin,False,6,2.6666666666666665,3.0,1.9459101490553132
dagster-io/dagster,A1,cyclomatic_complexity_p90,50,41,9,1.0,1.0,8.784238722092025e-16,0.0,0.999999999999998,1.0000000000000016,-2.5768775134549227e-16,1.4689897829348175e-16,0.0860592773503644,-5.456097488007165e-16,3.0234246109732026e-17,-1.9949319973733282e-17,0.1750626969815489,46,3.0000000000000013,3.473728116271925e-16,0.0,3.0000000000000004,3.000000000000002,1.4483611622045504e-17,-4.833719875294247e-17,8.438558805475907e-18,131619646.0,Python,13669.0,9.522958929717996,10,1,OpenAI_Codex,True,2,1.0,1.0,1.0986122886681098
dotnet/android,A1,cyclomatic_complexity_p90,51,42,9,0.2055849987725121,-1.272124625716592,0.3774232009151068,0.0015074440387964,-2.011874099510201,-0.5323751519229826,0.1981001331663877,0.0630954536671888,0.0029216402870062,0.0744330439786976,0.3217672223540778,0.002598955308854,0.6769422325195447,47,5.851554781597726,0.1474991866075264,8.610945212489015e-38,5.562456375846974,6.140653187348478,0.0061990330031934,-0.009551149377405,0.0147490599951132,55075302.0,C#,2045.0,7.6236419465115715,26,1,Copilot,False,2,5.0,5.0,1.0986122886681098
dotnet/aspnetcore,A1,cyclomatic_complexity_p90,51,41,10,-inf,-1.9259487778750275e-16,1.3384692547437474e-15,0.8862010398936515,-2.815994617085248e-15,2.4308048615102418e-15,8.59345209709158e-17,2.1172770005730131e-16,0.6866779846795764,-3.2905177114139473e-16,5.009208130832263e-16,-6.704755623227109e-17,0.0107456026323596,47,3.0,5.859319286757285e-16,0.0,2.9999999999999987,3.0000000000000013,2.5237448186937733e-17,-1.1651295467866903e-16,-1.7582157785873128e-17,17620347.0,C#,36926.0,10.516698269778406,52,1,Copilot,True,4,4.0,5.0,1.6094379124341003
dotnet/docfx,A1,cyclomatic_complexity_p90,51,41,10,0.0064685915824697,-0.0351484206970815,0.1001334619391349,0.7271451426004374,-0.2314100060977859,0.1611131647036228,-0.0005210009319077,0.0159345546830742,0.9740552370219646,-0.0317527281107333,0.0307107262469178,0.0005210009319074,0.7850537209690123,47,5.013984519358098,0.0440970376361499,5.014683280595369e-59,4.927554325591244,5.100414713124952,0.0018993617655468,-0.0032017481285643,0.0042437499923792,38007053.0,C#,4310.0,8.368925174747135,7,1,Copilot,False,6,2.0,1.5,1.9459101490553132
dotnet/dotnet-api-docs,A1,cyclomatic_complexity_p90,51,42,9,-inf,-1.9595789860982395e-16,4.545481134422517e-16,0.6683630185056851,-1.0868722009566369e-15,6.94956403736989e-16,-2.0587869211542446e-16,8.003756053290145e-17,0.0133234548224875,-3.627523107599113e-16,-4.9005073470937644e-17,2.3724802622942448e-17,0.004111524327313,47,2.999999999999999,1.8710500345911342e-16,0.0,2.9999999999999987,3.0,7.863569407958175e-18,8.312206583344426e-18,3.913739866254047e-17,111510915.0,C#,846.0,6.741700694652055,20,1,Copilot,True,5,0.8,0.0,1.791759469228055
dotnet/maui,A1,cyclomatic_complexity_p90,51,41,10,-inf,-1.2652026160092192e-16,1.1906047096253853e-15,0.9158239416027528,-2.460105492466677e-15,2.207064969264833e-15,6.440504926378372e-16,1.8834061439382568e-16,0.0013058464049061,2.7490288842593876e-16,1.0131980968497354e-15,-5.191241613157087e-17,0.0251852080407296,47,4.0,5.212108732578574e-16,0.0,3.999999999999999,4.000000000000001,2.2449762104692648e-17,-9.591394985676848e-17,-7.91088240637327e-18,262395224.0,C#,22821.0,10.035480261994625,80,1,Copilot,True,4,4.5,5.0,1.6094379124341003
dotnet/msbuild,A1,cyclomatic_complexity_p90,51,41,10,0.7833967206460996,0.2879456220764733,0.1632072113246783,0.0841808063576918,-0.0319405121198962,0.6078317562728428,0.036403248782014,0.0259446867597438,0.1671561169517401,-0.0144483372670838,0.0872548348311119,-0.0364032487820139,1.2846537454145093e-15,47,5.190480856384924,0.0717989207265275,7.783160632836871e-50,5.04975497176093,5.331206741008918,0.0030925461696705,-0.0424646392745682,-0.0303418582894597,32051890.0,C#,5418.0,8.597666575566114,25,1,Copilot,False,2,4.5,4.5,1.0986122886681098
dropseed/plain,A1,cyclomatic_complexity_p90,51,41,10,0.6644169922048921,-0.9113516077599322,0.5651343319167879,0.113520775236591,-2.0190148983168363,0.1963116827969719,-0.0961205429871045,0.0906850654702837,0.2945896444604874,-0.2738632713088607,0.0816221853346515,0.0961205429871046,1.2287897385443678e-11,47,2.999738482406384,0.2509604331351434,7.460581963372184e-16,2.5078560334615028,3.491620931351265,0.0108094483646493,0.0749340241923919,0.1173070617818172,617269166.0,Python,619.0,6.429719478039138,15,1,OpenAI_Codex,False,9,0.0,0.0,2.302585092994046
elsa-workflows/elsa-core,A1,cyclomatic_complexity_p90,51,41,10,0.8988230239467135,0.6907799241301601,0.0884062415194812,4.838467018444527e-10,0.5175036907519768,0.8640561575083434,0.0425776025988178,0.0139814069206634,0.0038027652034335,0.0151740450343174,0.0699811601633182,-1.214306433183765e-17,0.9999999999999942,47,1.9999999999999984,0.0386919270383941,4.500824502772976e-43,1.9241638230047455,2.075836176995251,0.001666551106186,-0.0032664401681246,0.0032664401681246,151148482.0,C#,7225.0,8.885440911707585,31,2,Copilot,False,7,0.0,0.0,2.0794415416798357
graphistry/pygraphistry,A1,cyclomatic_complexity_p90,50,42,8,0.578250699806766,-0.0152627963917365,0.2163227592030871,0.944057248283016,-0.4392554044297872,0.4087298116463142,-0.2224168579855928,0.0437730514940172,6.691697471652179e-06,-0.3082120389138666,-0.1366216770573191,0.0133442799668888,0.0003791345852739,46,5.830446497290178,0.0853535912111037,6.754641874217367e-48,5.663153458516415,5.997739536063942,0.003478707341638,0.0065260135772782,0.0201625463564995,36759907.0,Python,2307.0,7.744136627627991,7,1,Claude_Code,False,7,1.1428571428571428,1.0,2.0794415416798357
ikamensh/flynt,A1,cyclomatic_complexity_p90,51,42,9,0.6734124836223869,0.3468936003211017,0.1438266715986028,0.0198285129121966,0.06499332398784,0.6287938766543634,0.0874214860946913,0.0240317763646032,0.0006816006123329,0.0403192044200691,0.1345237677693136,-0.0205217899362769,2.4132642245893478e-11,47,4.058227666293966,0.0561794433749565,8.064235184201451e-50,3.948115957279051,4.168339375308881,0.0023610857225203,-0.0251495179524168,-0.0158940619201371,174731004.0,Python,718.0,6.577861357721047,28,1,OpenAI_Codex,False,9,0.2222222222222222,0.0,2.302585092994046
janbjorge/pgqueuer,A1,cyclomatic_complexity_p90,23,14,9,0.2248319212099114,0.0942650209934856,0.1389999489288284,0.5058426298324648,-0.1781748789070181,0.3667049208939895,0.0229518644269011,0.0229092419597451,0.3290004298260474,-0.0219502498141994,0.0678539786680017,-0.022951864426901,0.0412314350935991,19,3.2068279049258464,0.0803559651880177,8.675952036449953e-20,3.049330213157332,3.364325596694361,0.0104819555897549,-0.0434964973828207,-0.0024072314709812,788904329.0,Python,1324.0,7.1891677384203225,26,1,OpenAI_Codex,False,11,0.0,0.0,2.4849066497880004
keephq/keep,A1,cyclomatic_complexity_p90,37,28,9,0.9406689112018778,-0.0695147949054199,0.23924043703896,0.7732026364120437,-0.5384260515017816,0.3993964616909418,-0.1258311999718657,0.0395936930654753,0.0032135896848451,-0.2034348383801973,-0.0482275615635341,0.1258311999718656,1.6828439264098818e-18,33,3.635417289090328,0.1113737474888115,1.0667970423976036e-26,3.417124744012257,3.853709834168398,0.0070609123444837,0.1119918117766774,0.1396705881670538,597502256.0,Python,10563.0,9.265207273417023,14,1,Cursor,False,4,1.75,2.0,1.6094379124341003
langbot-app/LangBot,A1,cyclomatic_complexity_p90,39,29,10,0.2663469827227462,-0.946336446192165,0.4686946495331534,0.0511890691703658,-1.8649779592771456,-0.0276949331071842,0.2431244755176987,0.0696626488586268,0.0013249366167183,0.10658568375479,0.3796632672806074,-0.0190464495386441,0.1756195974489859,35,6.404228065300679,0.2245515322696655,8.056982108120448e-26,5.964107062052134,6.844349068549223,0.0137782140150794,-0.0460517490081998,0.0079588499309115,575321313.0,Python,12782.0,9.455871442168021,22,2,Devin,False,2,1.0,1.0,1.0986122886681098
langchain-ai/langgraph,A1,cyclomatic_complexity_p90,31,22,9,0.8556976566193415,-1.0275144438186037,0.4950166044217773,0.0475705229679598,-1.9977469884852872,-0.0572818991519198,-0.2262608323019924,0.0796996019266965,0.0084946516865853,-0.3824720520783177,-0.0700496125256672,0.2262608323019926,1.0567750061224242e-11,27,3.2553759796002346,0.2466632537678317,2.7309333284822417e-13,2.7719160022152844,3.738835956985185,0.0201003760323197,0.1868640952786459,0.2656575693253394,676672661.0,Python,16579.0,9.715952428689286,8,2,OpenAI_Codex,False,2,1.0,1.0,1.0986122886681098
mangiucugna/json_repair,A1,cyclomatic_complexity_p90,30,20,10,0.5725421243691153,1.3605853469144775,0.5606196669961593,0.022460856848481,0.2617707996020053,2.4593998942269497,-0.4204679498299685,0.0844556408494275,3.556005783939766e-05,-0.5860010058948464,-0.2549348937650906,-0.0007408049008739,0.9791611707390236,26,11.072051025434876,0.3126375235748762,1.5644570275044674e-23,10.45928147922812,11.684820571641634,0.0280894627680502,-0.0557961519262523,0.0543145421245045,688141049.0,Python,2533.0,7.837554360881084,7,1,OpenAI_Codex,False,6,0.0,0.0,1.9459101490553132
microsoft/PowerToys,A1,cyclomatic_complexity_p90,51,41,10,0.3692965744738586,-0.2181529895346267,0.1776941519478319,0.2256774326865743,-0.5664335273523773,0.1301275482831238,-0.017338897064726,0.029034380882754,0.553250119117221,-0.074246283594924,0.0395684894654718,0.0173388970647256,8.131354126757382e-06,47,4.50979532674034,0.0803492919628994,9.968033149853525e-45,4.352310714493057,4.667279938987623,0.0034608305052668,0.0105556692744026,0.0241221248550487,184456251.0,C#,121672.0,11.709092397336235,7,1,Copilot,False,2,5.0,5.0,1.0986122886681098
microsoft/WinUI-Gallery,A1,cyclomatic_complexity_p90,51,43,8,0.6842405397146529,0.569248493983259,0.1846190305004875,0.0034209881060901,0.2073951942023034,0.9311017937642148,-0.0143271047291187,0.039511346176315,0.7185237754638476,-0.0917693432346962,0.0631151337764587,0.0143271047291202,3.5212258080822895e-05,47,2.8158094106474496,0.0763746482394703,2.428223394105677e-36,2.666115100098088,2.965503721196812,0.0031339001427629,0.0081846604493048,0.0204695490089357,155757874.0,C#,3140.0,8.052296499538647,11,1,Copilot,False,10,1.9,2.0,2.3978952727983707
microsoft/autogen,A1,cyclomatic_complexity_p90,49,39,10,0.7728357737035889,-0.8936550218415051,0.4826442798488012,0.0706543826921235,-1.839637810345156,0.0523277666621453,0.0709064466368195,0.0762987220840849,0.3576783050977901,-0.0786390486479868,0.220451941921626,-0.0709064466368205,6.973642612620631e-10,45,8.770385369851816,0.2132766416557553,2.43015851789562e-37,8.352363152206536,9.188407587497096,0.0091019348037652,-0.0887462388522003,-0.0530666544214407,680120071.0,Python,48110.0,10.781266120176918,14,1,Copilot,False,1,9.0,9.0,0.6931471805599453
microsoft/fluentui-blazor,A1,cyclomatic_complexity_p90,51,42,9,0.6397965303898276,0.7180502427425998,0.8869219123208162,0.4222511951154294,-1.0203167054062,2.4564171908914,0.1178867176852513,0.146883101802459,0.4262524171211327,-0.1700041618475684,0.4057775972180711,-0.1178867176852499,1.4268173213779654e-10,47,5.1181982135474975,0.3433708259953416,1.957223799657772e-19,4.445191394596628,5.791205032498367,0.0144310428527496,-0.1461715616766392,-0.0896018736938606,348132133.0,C#,4456.0,8.402231172946555,6,1,Copilot,False,2,8.5,8.5,1.0986122886681098
