value_col,n_perms,real_pooled_delta,null_mean_delta,null_std_delta,null_percentile_of_real,p_empirical_two_sided
touches_after_birth,300,0.11697484092166628,0.06534751114144562,0.011283343647883047,100.0,0.006644518272425249
