repo_id,full_name,language,track,target_date,commit_sha,total_loc,n_files,n_parse_errors,n_classes,n_methods,n_god_class,n_data_class,n_feature_envy,n_brain_method,design_smell_count,design_smell_density_per_kloc,implementation_smell_count,implementation_smell_density_per_kloc,status
134182879.0,wieslawsoltes/Dock,C#,A2,2025-05-07T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-05-14T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-05-21T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-05-28T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-06-04T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-06-11T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-06-18T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-06-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-07-02T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-07-09T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-07-16T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-07-23T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-07-30T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-08-06T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-08-13T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-08-20T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-08-27T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-09-03T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-09-10T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-09-17T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-09-24T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-10-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
