value_col,n_perms,real_pooled_pct_diff,null_mean_pct_diff,null_std_pct_diff,null_percentile_of_real,p_empirical_two_sided
ended,300,-2.5556803443853027,-1.956222745614938,0.8284016012338922,25.333333333333336,0.5116279069767442
