full_name,track,metric,n,n_pre,n_post,r2,level_change_coef,level_change_se,level_change_p,level_change_ci_lo,level_change_ci_hi,slope_change_coef,slope_change_se,slope_change_p,slope_change_ci_lo,slope_change_ci_hi,slope_pre_coef,slope_pre_p,dof,intercept_coef,intercept_se,intercept_p,intercept_ci_lo,intercept_ci_hi,slope_pre_se,slope_pre_ci_lo,slope_pre_ci_hi
aipotheosis-labs/aci,A1,cyclomatic_complexity_p90,17,7,10,0.5761857618576183,0.09757262103871076,0.2770243950546737,0.730319988098074,-0.4453951932684497,0.6405404353458712,0.12737959567095708,0.05414306634366488,0.03505259647217454,0.021259185637373917,0.23350000570454024,-0.12737959567095714,0.012938700788215855,13,4.864413644136443,0.18557312487788447,1.2222787215658848e-12,4.5006903193757894,5.228136968897096,0.044257121705775455,-0.21412355421427703,-0.04063563712763725
airbytehq/airbyte,A1,cyclomatic_complexity_p90,51,37,14,0.4516729891024778,0.4511142842181084,0.23637957977704904,0.062453518050510304,-0.012189692144907727,0.9144182605811245,-0.025158198926966736,0.025963048884614884,0.3375053904243153,-0.07604577474081191,0.025729376886878434,0.015433789935666496,0.011596261910733449,47,3.0199133600742036,0.12283803209508157,1.7703521079769576e-28,2.7791508171678436,3.2606759029805636,0.005875187306038128,0.003918422815831766,0.026949157055501223
alexanderjeurissen/ranger_devicons,A1,cyclomatic_complexity_p90,51,41,10,0.9946886478912395,-0.7304464667480951,0.015840525685944015,8.70602141617439e-41,-0.7614938970925453,-0.6993990364036449,-0.010896374346351347,0.0026118343941508755,0.00012912803675856822,-0.016015569758887065,-0.005777178933815632,-6.938893903907228e-17,0.9999999999998231,47,1.9000000000000012,0.007227949689777048,4.2012110268448934e-76,1.8858332186080382,1.9141667813919643,0.0003113245700841405,-0.0006101961573649848,0.000610196157364846
bentoml/BentoML,A1,cyclomatic_complexity_p90,49,35,14,0.8322584964220603,0.6496492712349209,0.17267739429019976,0.0004846008285813526,0.31120157842612933,0.9880969640437125,-0.028374430489176695,0.01831734885431939,0.12837543455082404,-0.0642764342436427,0.0075275732652893106,0.028374430489176636,5.773794353688232e-08,45,4.323636009940287,0.09387100461016543,1.6602150897272234e-39,4.139648840904363,4.507623178976211,0.004369983617846798,0.01980926259819691,0.03693959838015636
browser-use/browser-use,A1,cyclomatic_complexity_p90,15,7,8,0.9441417154531778,0.6515075944173745,0.6606135221317527,0.34522333731101723,-0.6432949089608608,1.9463100977956098,-0.2242407417589221,0.12708565137661385,0.10536229768141413,-0.47332861845708524,0.02484713493924101,0.4046765934510178,0.0017709478164821357,11,4.736756052643399,0.35354579872248293,3.7194590118264194e-08,4.043806287147332,5.429705818139466,0.0987945044618879,0.21103936470571755,0.598313822196318
bruin-data/ingestr,A1,cyclomatic_complexity_p90,25,16,9,0.7273926965110847,0.5030982590632963,0.4061146035484425,0.2290850599192363,-0.2928863638916509,1.2990828820182436,-0.09959740734514241,0.06667392303173543,0.15010259567663814,-0.23027829648734385,0.031083481797059026,0.09959740734514234,0.0009221188886220156,21,4.975652168396477,0.22809551338230355,6.5642133889236e-16,4.528584962167162,5.4227193746257925,0.02584730036084286,0.04893669863789034,0.15025811605239436
cartography-cncf/cartography,A1,cyclomatic_complexity_p90,51,42,9,-inf,4.78126179014816e-17,2.916614200968236e-15,0.9869901038234669,-5.6687512159962606e-15,5.7643764517992235e-15,-3.5167043766835117e-16,4.97858767532528e-16,0.483447772444785,-1.327473622032106e-15,6.241327466954037e-16,-5.426347869452775e-17,0.27291566426410746,47,3.9999999999999982,1.1638518940495688e-15,0.0,3.999999999999996,4.000000000000001,4.8913871784526216e-17,-1.5013466739219913e-16,4.160771000314363e-17
commaai/opendbc,A1,cyclomatic_complexity_p90,51,41,10,0.13775674380584613,-0.2098973862818654,1.1855164106684768,0.8602287795639563,-2.53350955119208,2.1137147786283492,-0.05163197350469746,0.1855724543542484,0.7820555939772988,-0.4153539840390243,0.3120900370296294,0.051631973504698156,0.023910878753349733,47,5.1199966082291715,0.5135503104196772,3.5306474735096346e-13,4.113437999806604,6.126555216651739,0.022119803882159204,0.008277157895666118,0.0949867891137302
crewAIInc/crewAI,A1,cyclomatic_complexity_p90,29,14,15,0.7064146320812202,0.4752766054632268,0.36943616229099774,0.21005796440737626,-0.24881827262712874,1.1993714835535823,-0.1096257323426858,0.04410632384702263,0.01998295536039404,-0.19607412708285016,-0.023177337602521456,0.10962573234268591,0.002576236766794965,25,3.0016555843875,0.25052415286392143,7.424441633392603e-12,2.5106282447742143,3.492682924000786,0.032738469238702876,0.04545833263482828,0.17379313205054353
crewAIInc/crewAI-tools,A1,cyclomatic_complexity_p90,25,10,15,0.9054693189829843,1.2346822698171895,0.35970879854384424,0.002500014117361013,0.5296530246712549,1.939711514963124,-0.09005144033432909,0.05378575890909845,0.10890940134061312,-0.19547152779616206,0.015368647127503882,0.1449072452193173,0.005828254270593534,21,2.744422590469622,0.253386264961271,4.703614766450796e-10,2.2477855111455307,3.241059669793713,0.047221333060445875,0.05235343242084339,0.23746105801779122
