full_name,metric,drop_degenerate,re_Group,re_t_rel_post,re_post_num
cartography-cncf/cartography,design_smell_density_per_kloc,True,-0.8707988775897972,-0.03160740735057397,
commaai/opendbc,design_smell_density_per_kloc,True,-0.6868610002503275,-0.021776455835558282,
crewAIInc/crewAI,design_smell_density_per_kloc,True,-0.45889796067259014,-0.014044715203736973,
crewAIInc/crewAI-tools,design_smell_density_per_kloc,True,0.30246063982696486,0.01447289505446275,
dagster-io/dagster,design_smell_density_per_kloc,True,-0.7439227185439268,-0.027129059922654845,
dotnet/android,design_smell_density_per_kloc,True,0.7356419824759696,0.026342505635569405,
dotnet/aspire,design_smell_density_per_kloc,True,1.4473491387594697,0.05242389066770333,
dotnet/aspnetcore,design_smell_density_per_kloc,True,0.12036013308580874,0.003844355819310736,
dotnet/docfx,design_smell_density_per_kloc,True,1.376503468706989,0.04701424615901653,
dotnet/dotnet-api-docs,design_smell_density_per_kloc,True,-0.1573116009336247,-0.006245252543840251,
dotnet/maui,design_smell_density_per_kloc,True,0.13461302903621458,0.003577450307718729,
dotnet/msbuild,design_smell_density_per_kloc,True,-0.44205744960456383,-0.015822674508880676,
dotnet/sdk,design_smell_density_per_kloc,True,0.05302987959776086,-0.00018442586633062505,
dropseed/plain,design_smell_density_per_kloc,True,-0.7598381907636327,-0.027823436101603878,
elsa-workflows/elsa-core,design_smell_density_per_kloc,True,1.1604046047083663,0.04007737039136723,
getsentry/sentry,design_smell_density_per_kloc,True,-0.6957668073200062,-0.024684302184469695,
graphistry/pygraphistry,design_smell_density_per_kloc,True,-0.7747713879991677,-0.02892600870317484,
ikamensh/flynt,design_smell_density_per_kloc,True,-0.6323344990267636,-0.024267103815053967,
janbjorge/pgqueuer,design_smell_density_per_kloc,True,-0.6264909666649786,-0.02289666942602856,
keephq/keep,design_smell_density_per_kloc,True,-0.7206968402126075,-0.0263265464129998,
langbot-app/LangBot,design_smell_density_per_kloc,True,-0.5035675985563209,-0.017962717486539718,
langchain-ai/langgraph,design_smell_density_per_kloc,True,-0.6791488467313809,-0.02441284383522681,
microsoft/PowerToys,design_smell_density_per_kloc,True,0.3190101572896227,0.010381529427250194,
microsoft/WinUI-Gallery,design_smell_density_per_kloc,True,0.07344285832802189,0.0029953234477399825,
microsoft/autogen,design_smell_density_per_kloc,True,-0.8218112110689798,-0.030261653905625588,
microsoft/fluentui-blazor,design_smell_density_per_kloc,True,14.610333045302042,0.5555958836858148,
microsoft/magentic-ui,design_smell_density_per_kloc,True,-0.48449562126568807,-0.017192856072265648,
microsoft/perfview,design_smell_density_per_kloc,True,0.5458793709251623,0.019051697868321022,
microsoft/testfx,design_smell_density_per_kloc,True,-0.6675984107918921,-0.025542824508109234,
microsoft/vstest,design_smell_density_per_kloc,True,-0.5864310647969868,-0.021600257477095916,
mlflow/mlflow,design_smell_density_per_kloc,True,-0.8664598908515118,-0.031565524557693216,
netket/netket,design_smell_density_per_kloc,True,-0.8020238443839603,-0.029541051762230527,
nkdAgility/azure-devops-migration-tools,design_smell_density_per_kloc,True,3.9485790636085274,0.13599886265205305,
onnx/onnx,design_smell_density_per_kloc,True,-0.808177571194427,-0.029809249118079004,
onyx-dot-app/onyx,design_smell_density_per_kloc,True,-0.48905170494872063,-0.016790813109619634,
pardeike/Harmony,design_smell_density_per_kloc,True,0.018973256506914348,-0.0003240718313150707,
peass-ng/PEASS-ng,design_smell_density_per_kloc,True,-0.44448080447609495,-0.016344644097978804,
pytorch/pytorch,design_smell_density_per_kloc,True,-0.6186539539603347,-0.022239925541985735,
reflex-dev/reflex,design_smell_density_per_kloc,True,-0.5353019124112012,-0.01925363055836845,
roboflow/inference,design_smell_density_per_kloc,True,-0.7316077002316007,-0.02614871826209034,
spcl/dace,design_smell_density_per_kloc,True,-0.8137446244756725,-0.02971955940418696,
stanfordnlp/dspy,design_smell_density_per_kloc,True,-0.7004680384205336,-0.025776581535685142,
syncfusion/maui-toolkit,design_smell_density_per_kloc,True,-0.016995782287691046,-0.00048799916867022566,
ucbepic/docetl,design_smell_density_per_kloc,True,-0.6245899690423536,-0.02276676757743,
vllm-project/vllm,design_smell_density_per_kloc,True,-0.5994884121742629,-0.022241734399786488,
wandb/weave,design_smell_density_per_kloc,True,-0.8088381993879553,-0.02967705118502244,
wieslawsoltes/Dock,design_smell_density_per_kloc,True,0.35200905929455384,0.015566101305397761,
wieslawsoltes/Svg.Skia,design_smell_density_per_kloc,True,0.29548565949228434,0.009065694258693172,
wizarrrr/wizarr,design_smell_density_per_kloc,True,-0.7566847096643914,-0.02600862269738677,
writer/writer-framework,design_smell_density_per_kloc,True,-0.6258595564800506,-0.023886407935652675,
zenml-io/zenml,design_smell_density_per_kloc,True,-0.5267302374830848,-0.018003004575881113,
3rdIteration/btcrecover,implementation_smell_density_per_kloc,True,-0.48757300538715886,0.007350385326698537,
567-labs/instructor,implementation_smell_density_per_kloc,True,-0.5942592444241401,-0.00376024467352783,
AgentOps-AI/agentops,implementation_smell_density_per_kloc,True,-0.35081775554946215,0.061135020966088305,
Albeoris/Memoria,implementation_smell_density_per_kloc,True,0.7168569657793459,-0.020688372203659253,
Azure/azure-cosmos-dotnet-v3,implementation_smell_density_per_kloc,True,0.6177149781958965,-0.016514074735050163,
Azure/azure-functions-core-tools,implementation_smell_density_per_kloc,True,1.0267112582673243,-0.04023790207651442,
Azure/data-api-builder,implementation_smell_density_per_kloc,True,-0.9591371931222885,0.023994296057215203,
BerriAI/litellm,implementation_smell_density_per_kloc,True,-0.15429196160596786,-0.019402380610164516,
Blaizzy/mlx-vlm,implementation_smell_density_per_kloc,True,-0.8788478770646858,0.11019288847927719,
DaveSkender/Stock.Indicators,implementation_smell_density_per_kloc,True,3.4698821360315844,-0.05824801371290211,
EduardoPires/EquinoxProject,implementation_smell_density_per_kloc,True,-0.04325599587725323,-0.047919200882650434,
Kiln-AI/Kiln,implementation_smell_density_per_kloc,True,-0.7309979003716666,0.044081224096242606,
MervinPraison/PraisonAI,implementation_smell_density_per_kloc,True,-0.36560389725794756,0.02821928517629183,
NethermindEth/nethermind,implementation_smell_density_per_kloc,True,1.534029033595688,-0.0029004381516219303,
NewFuture/DDNS,implementation_smell_density_per_kloc,True,-1.0716013814588943,-0.05116315823554284,
PriorLabs/TabPFN,implementation_smell_density_per_kloc,True,-0.21444705456853774,-0.13237089816977873,
PromtEngineer/localGPT,implementation_smell_density_per_kloc,True,-1.4365389284087227,0.13438528837478755,
Significant-Gravitas/AutoGPT,implementation_smell_density_per_kloc,True,-0.09683013288516246,0.049751851612677915,
Skyvern-AI/skyvern,implementation_smell_density_per_kloc,True,2.556035332751757,-0.20079981778872774,
TobikoData/sqlmesh,implementation_smell_density_per_kloc,True,-0.279729302371614,-0.023622789577842914,
aipotheosis-labs/aci,implementation_smell_density_per_kloc,True,-1.154686945959142,0.07733688926972493,
airbytehq/airbyte,implementation_smell_density_per_kloc,True,-0.19565928657620202,-0.039482205498416995,
bentoml/BentoML,implementation_smell_density_per_kloc,True,-0.41677336983343866,0.04757377473883879,
browser-use/browser-use,implementation_smell_density_per_kloc,True,0.9795585351495216,-0.04790999886449812,
bruin-data/ingestr,implementation_smell_density_per_kloc,True,-0.8138667556670863,-0.005052390164125983,
cartography-cncf/cartography,implementation_smell_density_per_kloc,True,-1.493589087355634,-0.011931158693591693,
commaai/opendbc,implementation_smell_density_per_kloc,True,0.8659150745260856,-0.05480037030624418,
crewAIInc/crewAI,implementation_smell_density_per_kloc,True,-0.3999898212571448,0.030024499896737666,
crewAIInc/crewAI-tools,implementation_smell_density_per_kloc,True,-0.1620635150026282,0.08274022767642923,
dagster-io/dagster,implementation_smell_density_per_kloc,True,-0.9347411095578863,0.01598079913146586,
dotnet/android,implementation_smell_density_per_kloc,True,0.9281687271442126,-0.012763095659693493,
dotnet/aspire,implementation_smell_density_per_kloc,True,0.926756989186278,0.004650242864467504,
dotnet/aspnetcore,implementation_smell_density_per_kloc,True,1.312551622403097,-0.004551711353516565,
dotnet/docfx,implementation_smell_density_per_kloc,True,1.5242561560942978,-0.031816374880302,
dotnet/dotnet-api-docs,implementation_smell_density_per_kloc,True,-0.28874408199631524,-0.01965162364041517,
dotnet/maui,implementation_smell_density_per_kloc,True,1.1364297483119021,0.0062883804969827,
dotnet/msbuild,implementation_smell_density_per_kloc,True,0.05457958886732101,0.016376846029160053,
dotnet/sdk,implementation_smell_density_per_kloc,True,0.2701905811938829,-0.05125474492680403,
dropseed/plain,implementation_smell_density_per_kloc,True,0.8831417540198325,0.03668656050291281,
elsa-workflows/elsa-core,implementation_smell_density_per_kloc,True,0.22063530116091254,-0.04143509145515714,
getsentry/sentry,implementation_smell_density_per_kloc,True,-0.059561623858558316,-0.025441294337426763,
graphistry/pygraphistry,implementation_smell_density_per_kloc,True,0.2650700881954865,-0.04906937404651059,
ikamensh/flynt,implementation_smell_density_per_kloc,True,-1.0476507052072797,-0.01279882033399817,
janbjorge/pgqueuer,implementation_smell_density_per_kloc,True,-1.035348990962016,0.006989254394170901,
keephq/keep,implementation_smell_density_per_kloc,True,-0.043538612236213185,0.03222519666810658,
langbot-app/LangBot,implementation_smell_density_per_kloc,True,2.0481446716899026,-0.14491908360909142,
langchain-ai/langgraph,implementation_smell_density_per_kloc,True,-0.7074783896311979,0.01298699121730563,
mangiucugna/json_repair,implementation_smell_density_per_kloc,True,-1.128026434093376,-0.05358027944383398,
microsoft/PowerToys,implementation_smell_density_per_kloc,True,0.038396100456634163,0.004797888518535673,
microsoft/WinUI-Gallery,implementation_smell_density_per_kloc,True,-0.5437085859672627,0.016069896887664015,
microsoft/autogen,implementation_smell_density_per_kloc,True,-0.09520038547772586,0.06236385199271182,
microsoft/fluentui-blazor,implementation_smell_density_per_kloc,True,-0.8110627345316355,0.0064986402378464135,
microsoft/magentic-ui,implementation_smell_density_per_kloc,True,-0.06471215379609084,-0.012341596179718564,
microsoft/perfview,implementation_smell_density_per_kloc,True,0.7131232462806831,0.004574812470286703,
microsoft/testfx,implementation_smell_density_per_kloc,True,-0.7668956173660427,-0.09929682658743315,
microsoft/vstest,implementation_smell_density_per_kloc,True,-1.0193240969482753,-0.0024618703885627,
mlflow/mlflow,implementation_smell_density_per_kloc,True,-1.0586276712983673,0.01194061141649863,
netket/netket,implementation_smell_density_per_kloc,True,-0.8792028737392449,-0.03628279212107057,
nkdAgility/azure-devops-migration-tools,implementation_smell_density_per_kloc,True,2.0650082436372825,0.05756178658029824,
onnx/onnx,implementation_smell_density_per_kloc,True,-0.8469777182986095,-0.004906269146757387,
onyx-dot-app/onyx,implementation_smell_density_per_kloc,True,-0.27181320485816574,0.00913170039681648,
pardeike/Harmony,implementation_smell_density_per_kloc,True,1.4712403948671902,0.017719608553697672,
peass-ng/PEASS-ng,implementation_smell_density_per_kloc,True,0.8919063384882063,-0.019452376430546856,
pytorch/pytorch,implementation_smell_density_per_kloc,True,0.5885237546929954,0.018629757242930485,
reflex-dev/reflex,implementation_smell_density_per_kloc,True,-0.7607678848920546,0.01215861038005115,
roboflow/inference,implementation_smell_density_per_kloc,True,-0.9217508407734796,-0.013361397999240889,
spcl/dace,implementation_smell_density_per_kloc,True,0.5728037697636819,-0.042313360512843665,
stanfordnlp/dspy,implementation_smell_density_per_kloc,True,0.02779549427651261,-0.11701578978462365,
syncfusion/maui-toolkit,implementation_smell_density_per_kloc,True,0.9576567469286766,0.07752857127999845,
ucbepic/docetl,implementation_smell_density_per_kloc,True,-1.0171202158838335,-0.0042460142447596294,
vllm-project/vllm,implementation_smell_density_per_kloc,True,-0.3015747441622263,-0.012714159799716058,
wandb/weave,implementation_smell_density_per_kloc,True,-0.5724436983400483,0.04022581983350997,
wieslawsoltes/Dock,implementation_smell_density_per_kloc,True,0.20809154001598842,0.0644260563946518,
wieslawsoltes/Svg.Skia,implementation_smell_density_per_kloc,True,1.4043862133022111,-0.020508380775017473,
wizarrrr/wizarr,implementation_smell_density_per_kloc,True,-1.3807696157229925,0.275125128110632,
writer/writer-framework,implementation_smell_density_per_kloc,True,-1.02593533329668,0.09005696318776626,
zenml-io/zenml,implementation_smell_density_per_kloc,True,-0.39202265037068285,0.011206135542352558,
3rdIteration/btcrecover,cyclomatic_complexity_p90,True,1.1646488775937847,-0.008601422705442993,0.21509155789671786
567-labs/instructor,cyclomatic_complexity_p90,True,-1.1734604274013096,0.06829850028522369,-0.042933514117403336
AgentOps-AI/agentops,cyclomatic_complexity_p90,True,-1.934899657424308,0.12269989381310484,2.377189574158371
Albeoris/Memoria,cyclomatic_complexity_p90,True,2.775345023683953,-0.013339663873654525,0.6315463567138794
Azure/azure-functions-core-tools,cyclomatic_complexity_p90,True,0.11509361082758617,-0.012998840690568518,-0.6566126115978198
Azure/data-api-builder,cyclomatic_complexity_p90,True,-0.8410109470772035,0.011558264120628083,0.16191456497767706
BerriAI/litellm,cyclomatic_complexity_p90,True,4.00668341011216,-0.07011247469945946,-1.9199140211351955
Blaizzy/mlx-vlm,cyclomatic_complexity_p90,True,-0.15590049656142202,0.05023040121675472,-0.18266642362456353
DaveSkender/Stock.Indicators,cyclomatic_complexity_p90,True,-2.078701268723427,0.00982026556229442,-0.5675273436209676
Kiln-AI/Kiln,cyclomatic_complexity_p90,True,-1.5911825273669449,-0.03870031374271918,-0.2693465445128326
MervinPraison/PraisonAI,cyclomatic_complexity_p90,True,1.345583979464865,-0.09234867524255343,0.9620133354524585
NewFuture/DDNS,cyclomatic_complexity_p90,True,3.733142700467216,-0.22949539376296368,-3.8106454526947497
PriorLabs/TabPFN,cyclomatic_complexity_p90,True,1.0887290478823755,-0.10779874632329077,0.06238097361618435
PromtEngineer/localGPT,cyclomatic_complexity_p90,True,1.5667286669877665,0.022350803772424495,1.7665437364460828
Significant-Gravitas/AutoGPT,cyclomatic_complexity_p90,True,0.08151190628072381,0.007042942294082627,0.3674722764784224
Skyvern-AI/skyvern,cyclomatic_complexity_p90,True,1.3493996746680124,0.014395884412754462,0.4526548055778026
TobikoData/sqlmesh,cyclomatic_complexity_p90,True,-0.427926758224308,0.0025634406766663373,-0.11223939508138328
aipotheosis-labs/aci,cyclomatic_complexity_p90,True,-0.6967176756002631,-0.0050092173553833155,-0.6251470085470879
airbytehq/airbyte,cyclomatic_complexity_p90,True,-1.9221346186140555,0.008016055466855125,0.24877336660760244
alexanderjeurissen/ranger_devicons,cyclomatic_complexity_p90,True,-3.340420179268289,0.0057515314271132205,-1.1459032297266654
bentoml/BentoML,cyclomatic_complexity_p90,True,-0.37190262543093516,0.012090378808210536,0.6866235290956324
browser-use/browser-use,cyclomatic_complexity_p90,True,0.8627204908183782,0.09912572170809662,2.5947804812484576
bruin-data/ingestr,cyclomatic_complexity_p90,True,0.5841822091241574,0.01366286580190997,0.8942257932576532
commaai/opendbc,cyclomatic_complexity_p90,True,0.9066338276658463,0.0010759804829071054,0.4515842738291855
crewAIInc/crewAI,cyclomatic_complexity_p90,True,-1.3969148621831684,0.017160929828660226,0.8485420267620456
crewAIInc/crewAI-tools,cyclomatic_complexity_p90,True,-1.6767063568903227,0.06508123369910034,1.6164523643114757
dotnet/android,cyclomatic_complexity_p90,True,0.6439608722069489,0.04383937527675494,-0.7785880362990649
dotnet/docfx,cyclomatic_complexity_p90,True,-0.2213511730422807,-0.0043712440740984486,-0.3678058120655694
dotnet/msbuild,cyclomatic_complexity_p90,True,-0.7829253024626707,-0.007102032461942851,-0.7790923038612941
dotnet/sdk,cyclomatic_complexity_p90,True,-0.8946042953612622,-0.03373240420384779,-0.16478133182022536
dropseed/plain,cyclomatic_complexity_p90,True,-0.32057370884090636,0.015293630881768725,0.6092929875692106
elsa-workflows/elsa-core,cyclomatic_complexity_p90,True,-3.2352138518317126,0.05298196315588639,0.2631333341190865
graphistry/pygraphistry,cyclomatic_complexity_p90,True,0.859151997913366,-0.07861251518376172,-0.6256197711040743
ikamensh/flynt,cyclomatic_complexity_p90,True,-1.609334335207445,0.03371210148854749,-0.2702700143888901
janbjorge/pgqueuer,cyclomatic_complexity_p90,True,-2.0724834503139395,0.013762082932457991,-0.38346363751610535
keephq/keep,cyclomatic_complexity_p90,True,0.15281174290415228,0.024235162803722975,1.1760611439571393
langbot-app/LangBot,cyclomatic_complexity_p90,True,0.9171860975319343,0.06981076996038127,-0.6737886949139507
langchain-ai/langgraph,cyclomatic_complexity_p90,True,0.4670922344210448,0.016341143641600924,0.9503085121759934
mangiucugna/json_repair,cyclomatic_complexity_p90,True,5.902393161471929,-0.22493903569985207,0.019872280020264328
microsoft/PowerToys,cyclomatic_complexity_p90,True,-0.3883907659089127,-2.9738045918432795e-05,-0.22729366402475526
microsoft/WinUI-Gallery,cyclomatic_complexity_p90,True,-2.1285405950576215,0.03386191654064,0.366003910250337
microsoft/autogen,cyclomatic_complexity_p90,True,2.083842095833436,-0.06369694949805066,-2.334940092567037
microsoft/fluentui-blazor,cyclomatic_complexity_p90,True,-2.5462566188346596,-0.015147776637081866,-1.9324680769734193
microsoft/magentic-ui,cyclomatic_complexity_p90,True,1.9209536140270216,-0.14299288020394613,-0.39532676142355616
microsoft/perfview,cyclomatic_complexity_p90,True,0.0981712308943587,-0.012606107687065073,-0.6398557682858255
microsoft/testfx,cyclomatic_complexity_p90,True,-3.290629454331233,0.005816583938413522,-1.3095324143862428
mrwadams/stride-gpt,cyclomatic_complexity_p90,True,-2.8597545150435746,0.2894561105917519,6.658489351281536
netket/netket,cyclomatic_complexity_p90,True,-1.2470327615846784,0.06851519802627414,-0.05759962136186412
nkdAgility/azure-devops-migration-tools,cyclomatic_complexity_p90,True,-0.4077261054624243,0.017594162760587156,0.6829234775872568
onnx/onnx,cyclomatic_complexity_p90,True,-1.4832031249148836,0.012211509374542712,-0.18755780423290355
onyx-dot-app/onyx,cyclomatic_complexity_p90,True,0.7546702538550638,0.006393248760902887,0.7198437722288922
peass-ng/PEASS-ng,cyclomatic_complexity_p90,True,1.1936628796055373,0.013084077818377091,-0.6365295537569418
reflex-dev/reflex,cyclomatic_complexity_p90,True,-0.6535559199916838,0.007516259907915463,0.08416634738781502
roboflow/inference,cyclomatic_complexity_p90,True,-1.1878207994726717,0.005907146544670061,-0.2954627561132781
stanfordnlp/dspy,cyclomatic_complexity_p90,True,0.24470236613547441,-0.011713548470203025,-0.397073775227304
ucbepic/docetl,cyclomatic_complexity_p90,True,3.870309268459325,-0.04164986435165552,-0.06162830178890943
vllm-project/vllm,cyclomatic_complexity_p90,True,-0.19014650786044013,0.05633036748730143,0.10710654228795644
wandb/weave,cyclomatic_complexity_p90,True,-0.6394329668274952,0.006767428681067597,0.009931366797401303
wieslawsoltes/Dock,cyclomatic_complexity_p90,True,-0.20688558272222649,-0.04055956005997078,-1.5417988452907616
wieslawsoltes/Svg.Skia,cyclomatic_complexity_p90,True,2.920347349727304,-0.06302015208221218,-1.270557740301009
wizarrrr/wizarr,cyclomatic_complexity_p90,True,5.2079577641037,-0.06032819222855909,-2.622218393644032
writer/writer-framework,cyclomatic_complexity_p90,True,-1.8012534644917237,0.042141324486294165,0.9385524372200769
zenml-io/zenml,cyclomatic_complexity_p90,True,-1.0426226543241526,0.012410090847321375,0.3627142366919541
