n_perms,real_pooled_pct_diff,null_mean_pct_diff,null_std_pct_diff,null_percentile_of_real,p_empirical_two_sided
300,0.20334691616884504,0.07277586563103014,0.6797829810354513,64.0,0.9368770764119602
